81 x 1 = 0-81, 81 x 2 = 1-56, 81 x 3 = 2-31, 81 x 4 = 3-6, 81 x 5 = 3-87, 81 x 6 = 4-62, 81 x 7 = 5-37, 81 x 8 = 6-12, 81 x 9 = 6-93, 81 x 10 = 7-68, 81 x 11 = 8-43, 81 x 12 = 9-18, 81 x 13 = 9-99, 81 x 14 = 10-74, 81 x 15 = 11-49, 81 x 16 = 12-24, 81 x 17 = 12-105, 81 x 18 = 13-80, 81 x 19 = 14-55, 81 x 20 = 15-30, 81 x 21 = 16-5, 81 x 22 = 16-86, 81 x 23 = 17-61, 81 x 24 = 18-36, 81 x 25 = 19-11, 81 x 26 = 19-92, 81 x 27 = 20-67, 81 x 28 = 21-42, 81 x 29 = 22-17, 81 x 30 = 22-98, 81 x 31 = 23-73, 81 x 32 = 24-48, 81 x 33 = 25-23, 81 x 34 = 25-104, 81 x 35 = 26-79, 81 x 36 = 27-54, 81 x 37 = 28-29, 81 x 38 = 29-4, 81 x 39 = 29-85, 81 x 40 = 30-60, 81 x 41 = 31-35, 81 x 42 = 32-10, 81 x 43 = 32-91, 81 x 44 = 33-66, 81 x 45 = 34-41, 81 x 46 = 35-16, 81 x 47 = 35-97, 81 x 48 = 36-72, 81 x 49 = 37-47, 81 x 50 = 38-22, 81 x 51 = 38-103, 81 x 52 = 39-78, 81 x 53 = 40-53, 81 x 54 = 41-28, 81 x 55 = 42-3, 81 x 56 = 42-84, 81 x 57 = 43-59, 81 x 58 = 44-34, 81 x 59 = 45-9, 81 x 60 = 45-90, 81 x 61 = 46-65, 81 x 62 = 47-40, 81 x 63 = 48-15, 81 x 64 = 48-96, 81 x 65 = 49-71, 81 x 66 = 50-46, 81 x 67 = 51-21, 81 x 68 = 51-102, 81 x 69 = 52-77, 81 x 70 = 53-52, 81 x 71 = 54-27, 81 x 72 = 55-2, 81 x 73 = 55-83, 81 x 74 = 56-58, 81 x 75 = 57-33, 81 x 76 = 58-8, 81 x 77 = 58-89, 81 x 78 = 59-64, 81 x 79 = 60-39, 81 x 80 = 61-14, 81 x 81 = 61-95, 81 x 82 = 62-70, 81 x 83 = 63-45, 81 x 84 = 64-20, 81 x 85 = 64-101, 81 x 86 = 65-76, 81 x 87 = 66-51, 81 x 88 = 67-26, 81 x 89 = 68-1, 81 x 90 = 68-82, 81 x 91 = 69-57, 81 x 92 = 70-32, 81 x 93 = 71-7, 81 x 94 = 71-88, 81 x 95 = 72-63, 81 x 96 = 73-38, 81 x 97 = 74-13, 81 x 98 = 74-94, 81 x 99 = 75-69, 81 x 100 = 76-44, 81 x 101 = 77-19, 81 x 102 = 77-100, 81 x 103 = 78-75, 81 x 104 = 79-50, 81 x 105 = 80-25, 
82 x 1 = 0-82, 82 x 2 = 1-58, 82 x 3 = 2-34, 82 x 4 = 3-10, 82 x 5 = 3-92, 82 x 6 = 4-68, 82 x 7 = 5-44, 82 x 8 = 6-20, 82 x 9 = 6-102, 82 x 10 = 7-78, 82 x 11 = 8-54, 82 x 12 = 9-30, 82 x 13 = 10-6, 82 x 14 = 10-88, 82 x 15 = 11-64, 82 x 16 = 12-40, 82 x 17 = 13-16, 82 x 18 = 13-98, 82 x 19 = 14-74, 82 x 20 = 15-50, 82 x 21 = 16-26, 82 x 22 = 17-2, 82 x 23 = 17-84, 82 x 24 = 18-60, 82 x 25 = 19-36, 82 x 26 = 20-12, 82 x 27 = 20-94, 82 x 28 = 21-70, 82 x 29 = 22-46, 82 x 30 = 23-22, 82 x 31 = 23-104, 82 x 32 = 24-80, 82 x 33 = 25-56, 82 x 34 = 26-32, 82 x 35 = 27-8, 82 x 36 = 27-90, 82 x 37 = 28-66, 82 x 38 = 29-42, 82 x 39 = 30-18, 82 x 40 = 30-100, 82 x 41 = 31-76, 82 x 42 = 32-52, 82 x 43 = 33-28, 82 x 44 = 34-4, 82 x 45 = 34-86, 82 x 46 = 35-62, 82 x 47 = 36-38, 82 x 48 = 37-14, 82 x 49 = 37-96, 82 x 50 = 38-72, 82 x 51 = 39-48, 82 x 52 = 40-24, 82 x 53 = 41-0, 82 x 54 = 41-82, 82 x 55 = 42-58, 82 x 56 = 43-34, 82 x 57 = 44-10, 82 x 58 = 44-92, 82 x 59 = 45-68, 82 x 60 = 46-44, 82 x 61 = 47-20, 82 x 62 = 47-102, 82 x 63 = 48-78, 82 x 64 = 49-54, 82 x 65 = 50-30, 82 x 66 = 51-6, 82 x 67 = 51-88, 82 x 68 = 52-64, 82 x 69 = 53-40, 82 x 70 = 54-16, 82 x 71 = 54-98, 82 x 72 = 55-74, 82 x 73 = 56-50, 82 x 74 = 57-26, 82 x 75 = 58-2, 82 x 76 = 58-84, 82 x 77 = 59-60, 82 x 78 = 60-36, 82 x 79 = 61-12, 82 x 80 = 61-94, 82 x 81 = 62-70, 82 x 82 = 63-46, 82 x 83 = 64-22, 82 x 84 = 64-104, 82 x 85 = 65-80, 82 x 86 = 66-56, 82 x 87 = 67-32, 82 x 88 = 68-8, 82 x 89 = 68-90, 82 x 90 = 69-66, 82 x 91 = 70-42, 82 x 92 = 71-18, 82 x 93 = 71-100, 82 x 94 = 72-76, 82 x 95 = 73-52, 82 x 96 = 74-28, 82 x 97 = 75-4, 82 x 98 = 75-86, 82 x 99 = 76-62, 82 x 100 = 77-38, 82 x 101 = 78-14, 82 x 102 = 78-96, 82 x 103 = 79-72, 82 x 104 = 80-48, 82 x 105 = 81-24, 
83 x 1 = 0-83, 83 x 2 = 1-60, 83 x 3 = 2-37, 83 x 4 = 3-14, 83 x 5 = 3-97, 83 x 6 = 4-74, 83 x 7 = 5-51, 83 x 8 = 6-28, 83 x 9 = 7-5, 83 x 10 = 7-88, 83 x 11 = 8-65, 83 x 12 = 9-42, 83 x 13 = 10-19, 83 x 14 = 10-102, 83 x 15 = 11-79, 83 x 16 = 12-56, 83 x 17 = 13-33, 83 x 18 = 14-10, 83 x 19 = 14-93, 83 x 20 = 15-70, 83 x 21 = 16-47, 83 x 22 = 17-24, 83 x 23 = 18-1, 83 x 24 = 18-84, 83 x 25 = 19-61, 83 x 26 = 20-38, 83 x 27 = 21-15, 83 x 28 = 21-98, 83 x 29 = 22-75, 83 x 30 = 23-52, 83 x 31 = 24-29, 83 x 32 = 25-6, 83 x 33 = 25-89, 83 x 34 = 26-66, 83 x 35 = 27-43, 83 x 36 = 28-20, 83 x 37 = 28-103, 83 x 38 = 29-80, 83 x 39 = 30-57, 83 x 40 = 31-34, 83 x 41 = 32-11, 83 x 42 = 32-94, 83 x 43 = 33-71, 83 x 44 = 34-48, 83 x 45 = 35-25, 83 x 46 = 36-2, 83 x 47 = 36-85, 83 x 48 = 37-62, 83 x 49 = 38-39, 83 x 50 = 39-16, 83 x 51 = 39-99, 83 x 52 = 40-76, 83 x 53 = 41-53, 83 x 54 = 42-30, 83 x 55 = 43-7, 83 x 56 = 43-90, 83 x 57 = 44-67, 83 x 58 = 45-44, 83 x 59 = 46-21, 83 x 60 = 46-104, 83 x 61 = 47-81, 83 x 62 = 48-58, 83 x 63 = 49-35, 83 x 64 = 50-12, 83 x 65 = 50-95, 83 x 66 = 51-72, 83 x 67 = 52-49, 83 x 68 = 53-26, 83 x 69 = 54-3, 83 x 70 = 54-86, 83 x 71 = 55-63, 83 x 72 = 56-40, 83 x 73 = 57-17, 83 x 74 = 57-100, 83 x 75 = 58-77, 83 x 76 = 59-54, 83 x 77 = 60-31, 83 x 78 = 61-8, 83 x 79 = 61-91, 83 x 80 = 62-68, 83 x 81 = 63-45, 83 x 82 = 64-22, 83 x 83 = 64-105, 83 x 84 = 65-82, 83 x 85 = 66-59, 83 x 86 = 67-36, 83 x 87 = 68-13, 83 x 88 = 68-96, 83 x 89 = 69-73, 83 x 90 = 70-50, 83 x 91 = 71-27, 83 x 92 = 72-4, 83 x 93 = 72-87, 83 x 94 = 73-64, 83 x 95 = 74-41, 83 x 96 = 75-18, 83 x 97 = 75-101, 83 x 98 = 76-78, 83 x 99 = 77-55, 83 x 100 = 78-32, 83 x 101 = 79-9, 83 x 102 = 79-92, 83 x 103 = 80-69, 83 x 104 = 81-46, 83 x 105 = 82-23, 
84 x 1 = 0-84, 84 x 2 = 1-62, 84 x 3 = 2-40, 84 x 4 = 3-18, 84 x 5 = 3-102, 84 x 6 = 4-80, 84 x 7 = 5-58, 84 x 8 = 6-36, 84 x 9 = 7-14, 84 x 10 = 7-98, 84 x 11 = 8-76, 84 x 12 = 9-54, 84 x 13 = 10-32, 84 x 14 = 11-10, 84 x 15 = 11-94, 84 x 16 = 12-72, 84 x 17 = 13-50, 84 x 18 = 14-28, 84 x 19 = 15-6, 84 x 20 = 15-90, 84 x 21 = 16-68, 84 x 22 = 17-46, 84 x 23 = 18-24, 84 x 24 = 19-2, 84 x 25 = 19-86, 84 x 26 = 20-64, 84 x 27 = 21-42, 84 x 28 = 22-20, 84 x 29 = 22-104, 84 x 30 = 23-82, 84 x 31 = 24-60, 84 x 32 = 25-38, 84 x 33 = 26-16, 84 x 34 = 26-100, 84 x 35 = 27-78, 84 x 36 = 28-56, 84 x 37 = 29-34, 84 x 38 = 30-12, 84 x 39 = 30-96, 84 x 40 = 31-74, 84 x 41 = 32-52, 84 x 42 = 33-30, 84 x 43 = 34-8, 84 x 44 = 34-92, 84 x 45 = 35-70, 84 x 46 = 36-48, 84 x 47 = 37-26, 84 x 48 = 38-4, 84 x 49 = 38-88, 84 x 50 = 39-66, 84 x 51 = 40-44, 84 x 52 = 41-22, 84 x 53 = 42-0, 84 x 54 = 42-84, 84 x 55 = 43-62, 84 x 56 = 44-40, 84 x 57 = 45-18, 84 x 58 = 45-102, 84 x 59 = 46-80, 84 x 60 = 47-58, 84 x 61 = 48-36, 84 x 62 = 49-14, 84 x 63 = 49-98, 84 x 64 = 50-76, 84 x 65 = 51-54, 84 x 66 = 52-32, 84 x 67 = 53-10, 84 x 68 = 53-94, 84 x 69 = 54-72, 84 x 70 = 55-50, 84 x 71 = 56-28, 84 x 72 = 57-6, 84 x 73 = 57-90, 84 x 74 = 58-68, 84 x 75 = 59-46, 84 x 76 = 60-24, 84 x 77 = 61-2, 84 x 78 = 61-86, 84 x 79 = 62-64, 84 x 80 = 63-42, 84 x 81 = 64-20, 84 x 82 = 64-104, 84 x 83 = 65-82, 84 x 84 = 66-60, 84 x 85 = 67-38, 84 x 86 = 68-16, 84 x 87 = 68-100, 84 x 88 = 69-78, 84 x 89 = 70-56, 84 x 90 = 71-34, 84 x 91 = 72-12, 84 x 92 = 72-96, 84 x 93 = 73-74, 84 x 94 = 74-52, 84 x 95 = 75-30, 84 x 96 = 76-8, 84 x 97 = 76-92, 84 x 98 = 77-70, 84 x 99 = 78-48, 84 x 100 = 79-26, 84 x 101 = 80-4, 84 x 102 = 80-88, 84 x 103 = 81-66, 84 x 104 = 82-44, 84 x 105 = 83-22, 
85 x 1 = 0-85, 85 x 2 = 1-64, 85 x 3 = 2-43, 85 x 4 = 3-22, 85 x 5 = 4-1, 85 x 6 = 4-86, 85 x 7 = 5-65, 85 x 8 = 6-44, 85 x 9 = 7-23, 85 x 10 = 8-2, 85 x 11 = 8-87, 85 x 12 = 9-66, 85 x 13 = 10-45, 85 x 14 = 11-24, 85 x 15 = 12-3, 85 x 16 = 12-88, 85 x 17 = 13-67, 85 x 18 = 14-46, 85 x 19 = 15-25, 85 x 20 = 16-4, 85 x 21 = 16-89, 85 x 22 = 17-68, 85 x 23 = 18-47, 85 x 24 = 19-26, 85 x 25 = 20-5, 85 x 26 = 20-90, 85 x 27 = 21-69, 85 x 28 = 22-48, 85 x 29 = 23-27, 85 x 30 = 24-6, 85 x 31 = 24-91, 85 x 32 = 25-70, 85 x 33 = 26-49, 85 x 34 = 27-28, 85 x 35 = 28-7, 85 x 36 = 28-92, 85 x 37 = 29-71, 85 x 38 = 30-50, 85 x 39 = 31-29, 85 x 40 = 32-8, 85 x 41 = 32-93, 85 x 42 = 33-72, 85 x 43 = 34-51, 85 x 44 = 35-30, 85 x 45 = 36-9, 85 x 46 = 36-94, 85 x 47 = 37-73, 85 x 48 = 38-52, 85 x 49 = 39-31, 85 x 50 = 40-10, 85 x 51 = 40-95, 85 x 52 = 41-74, 85 x 53 = 42-53, 85 x 54 = 43-32, 85 x 55 = 44-11, 85 x 56 = 44-96, 85 x 57 = 45-75, 85 x 58 = 46-54, 85 x 59 = 47-33, 85 x 60 = 48-12, 85 x 61 = 48-97, 85 x 62 = 49-76, 85 x 63 = 50-55, 85 x 64 = 51-34, 85 x 65 = 52-13, 85 x 66 = 52-98, 85 x 67 = 53-77, 85 x 68 = 54-56, 85 x 69 = 55-35, 85 x 70 = 56-14, 85 x 71 = 56-99, 85 x 72 = 57-78, 85 x 73 = 58-57, 85 x 74 = 59-36, 85 x 75 = 60-15, 85 x 76 = 60-100, 85 x 77 = 61-79, 85 x 78 = 62-58, 85 x 79 = 63-37, 85 x 80 = 64-16, 85 x 81 = 64-101, 85 x 82 = 65-80, 85 x 83 = 66-59, 85 x 84 = 67-38, 85 x 85 = 68-17, 85 x 86 = 68-102, 85 x 87 = 69-81, 85 x 88 = 70-60, 85 x 89 = 71-39, 85 x 90 = 72-18, 85 x 91 = 72-103, 85 x 92 = 73-82, 85 x 93 = 74-61, 85 x 94 = 75-40, 85 x 95 = 76-19, 85 x 96 = 76-104, 85 x 97 = 77-83, 85 x 98 = 78-62, 85 x 99 = 79-41, 85 x 100 = 80-20, 85 x 101 = 80-105, 85 x 102 = 81-84, 85 x 103 = 82-63, 85 x 104 = 83-42, 85 x 105 = 84-21, 
86 x 1 = 0-86, 86 x 2 = 1-66, 86 x 3 = 2-46, 86 x 4 = 3-26, 86 x 5 = 4-6, 86 x 6 = 4-92, 86 x 7 = 5-72, 86 x 8 = 6-52, 86 x 9 = 7-32, 86 x 10 = 8-12, 86 x 11 = 8-98, 86 x 12 = 9-78, 86 x 13 = 10-58, 86 x 14 = 11-38, 86 x 15 = 12-18, 86 x 16 = 12-104, 86 x 17 = 13-84, 86 x 18 = 14-64, 86 x 19 = 15-44, 86 x 20 = 16-24, 86 x 21 = 17-4, 86 x 22 = 17-90, 86 x 23 = 18-70, 86 x 24 = 19-50, 86 x 25 = 20-30, 86 x 26 = 21-10, 86 x 27 = 21-96, 86 x 28 = 22-76, 86 x 29 = 23-56, 86 x 30 = 24-36, 86 x 31 = 25-16, 86 x 32 = 25-102, 86 x 33 = 26-82, 86 x 34 = 27-62, 86 x 35 = 28-42, 86 x 36 = 29-22, 86 x 37 = 30-2, 86 x 38 = 30-88, 86 x 39 = 31-68, 86 x 40 = 32-48, 86 x 41 = 33-28, 86 x 42 = 34-8, 86 x 43 = 34-94, 86 x 44 = 35-74, 86 x 45 = 36-54, 86 x 46 = 37-34, 86 x 47 = 38-14, 86 x 48 = 38-100, 86 x 49 = 39-80, 86 x 50 = 40-60, 86 x 51 = 41-40, 86 x 52 = 42-20, 86 x 53 = 43-0, 86 x 54 = 43-86, 86 x 55 = 44-66, 86 x 56 = 45-46, 86 x 57 = 46-26, 86 x 58 = 47-6, 86 x 59 = 47-92, 86 x 60 = 48-72, 86 x 61 = 49-52, 86 x 62 = 50-32, 86 x 63 = 51-12, 86 x 64 = 51-98, 86 x 65 = 52-78, 86 x 66 = 53-58, 86 x 67 = 54-38, 86 x 68 = 55-18, 86 x 69 = 55-104, 86 x 70 = 56-84, 86 x 71 = 57-64, 86 x 72 = 58-44, 86 x 73 = 59-24, 86 x 74 = 60-4, 86 x 75 = 60-90, 86 x 76 = 61-70, 86 x 77 = 62-50, 86 x 78 = 63-30, 86 x 79 = 64-10, 86 x 80 = 64-96, 86 x 81 = 65-76, 86 x 82 = 66-56, 86 x 83 = 67-36, 86 x 84 = 68-16, 86 x 85 = 68-102, 86 x 86 = 69-82, 86 x 87 = 70-62, 86 x 88 = 71-42, 86 x 89 = 72-22, 86 x 90 = 73-2, 86 x 91 = 73-88, 86 x 92 = 74-68, 86 x 93 = 75-48, 86 x 94 = 76-28, 86 x 95 = 77-8, 86 x 96 = 77-94, 86 x 97 = 78-74, 86 x 98 = 79-54, 86 x 99 = 80-34, 86 x 100 = 81-14, 86 x 101 = 81-100, 86 x 102 = 82-80, 86 x 103 = 83-60, 86 x 104 = 84-40, 86 x 105 = 85-20, 
87 x 1 = 0-87, 87 x 2 = 1-68, 87 x 3 = 2-49, 87 x 4 = 3-30, 87 x 5 = 4-11, 87 x 6 = 4-98, 87 x 7 = 5-79, 87 x 8 = 6-60, 87 x 9 = 7-41, 87 x 10 = 8-22, 87 x 11 = 9-3, 87 x 12 = 9-90, 87 x 13 = 10-71, 87 x 14 = 11-52, 87 x 15 = 12-33, 87 x 16 = 13-14, 87 x 17 = 13-101, 87 x 18 = 14-82, 87 x 19 = 15-63, 87 x 20 = 16-44, 87 x 21 = 17-25, 87 x 22 = 18-6, 87 x 23 = 18-93, 87 x 24 = 19-74, 87 x 25 = 20-55, 87 x 26 = 21-36, 87 x 27 = 22-17, 87 x 28 = 22-104, 87 x 29 = 23-85, 87 x 30 = 24-66, 87 x 31 = 25-47, 87 x 32 = 26-28, 87 x 33 = 27-9, 87 x 34 = 27-96, 87 x 35 = 28-77, 87 x 36 = 29-58, 87 x 37 = 30-39, 87 x 38 = 31-20, 87 x 39 = 32-1, 87 x 40 = 32-88, 87 x 41 = 33-69, 87 x 42 = 34-50, 87 x 43 = 35-31, 87 x 44 = 36-12, 87 x 45 = 36-99, 87 x 46 = 37-80, 87 x 47 = 38-61, 87 x 48 = 39-42, 87 x 49 = 40-23, 87 x 50 = 41-4, 87 x 51 = 41-91, 87 x 52 = 42-72, 87 x 53 = 43-53, 87 x 54 = 44-34, 87 x 55 = 45-15, 87 x 56 = 45-102, 87 x 57 = 46-83, 87 x 58 = 47-64, 87 x 59 = 48-45, 87 x 60 = 49-26, 87 x 61 = 50-7, 87 x 62 = 50-94, 87 x 63 = 51-75, 87 x 64 = 52-56, 87 x 65 = 53-37, 87 x 66 = 54-18, 87 x 67 = 54-105, 87 x 68 = 55-86, 87 x 69 = 56-67, 87 x 70 = 57-48, 87 x 71 = 58-29, 87 x 72 = 59-10, 87 x 73 = 59-97, 87 x 74 = 60-78, 87 x 75 = 61-59, 87 x 76 = 62-40, 87 x 77 = 63-21, 87 x 78 = 64-2, 87 x 79 = 64-89, 87 x 80 = 65-70, 87 x 81 = 66-51, 87 x 82 = 67-32, 87 x 83 = 68-13, 87 x 84 = 68-100, 87 x 85 = 69-81, 87 x 86 = 70-62, 87 x 87 = 71-43, 87 x 88 = 72-24, 87 x 89 = 73-5, 87 x 90 = 73-92, 87 x 91 = 74-73, 87 x 92 = 75-54, 87 x 93 = 76-35, 87 x 94 = 77-16, 87 x 95 = 77-103, 87 x 96 = 78-84, 87 x 97 = 79-65, 87 x 98 = 80-46, 87 x 99 = 81-27, 87 x 100 = 82-8, 87 x 101 = 82-95, 87 x 102 = 83-76, 87 x 103 = 84-57, 87 x 104 = 85-38, 87 x 105 = 86-19, 
88 x 1 = 0-88, 88 x 2 = 1-70, 88 x 3 = 2-52, 88 x 4 = 3-34, 88 x 5 = 4-16, 88 x 6 = 4-104, 88 x 7 = 5-86, 88 x 8 = 6-68, 88 x 9 = 7-50, 88 x 10 = 8-32, 88 x 11 = 9-14, 88 x 12 = 9-102, 88 x 13 = 10-84, 88 x 14 = 11-66, 88 x 15 = 12-48, 88 x 16 = 13-30, 88 x 17 = 14-12, 88 x 18 = 14-100, 88 x 19 = 15-82, 88 x 20 = 16-64, 88 x 21 = 17-46, 88 x 22 = 18-28, 88 x 23 = 19-10, 88 x 24 = 19-98, 88 x 25 = 20-80, 88 x 26 = 21-62, 88 x 27 = 22-44, 88 x 28 = 23-26, 88 x 29 = 24-8, 88 x 30 = 24-96, 88 x 31 = 25-78, 88 x 32 = 26-60, 88 x 33 = 27-42, 88 x 34 = 28-24, 88 x 35 = 29-6, 88 x 36 = 29-94, 88 x 37 = 30-76, 88 x 38 = 31-58, 88 x 39 = 32-40, 88 x 40 = 33-22, 88 x 41 = 34-4, 88 x 42 = 34-92, 88 x 43 = 35-74, 88 x 44 = 36-56, 88 x 45 = 37-38, 88 x 46 = 38-20, 88 x 47 = 39-2, 88 x 48 = 39-90, 88 x 49 = 40-72, 88 x 50 = 41-54, 88 x 51 = 42-36, 88 x 52 = 43-18, 88 x 53 = 44-0, 88 x 54 = 44-88, 88 x 55 = 45-70, 88 x 56 = 46-52, 88 x 57 = 47-34, 88 x 58 = 48-16, 88 x 59 = 48-104, 88 x 60 = 49-86, 88 x 61 = 50-68, 88 x 62 = 51-50, 88 x 63 = 52-32, 88 x 64 = 53-14, 88 x 65 = 53-102, 88 x 66 = 54-84, 88 x 67 = 55-66, 88 x 68 = 56-48, 88 x 69 = 57-30, 88 x 70 = 58-12, 88 x 71 = 58-100, 88 x 72 = 59-82, 88 x 73 = 60-64, 88 x 74 = 61-46, 88 x 75 = 62-28, 88 x 76 = 63-10, 88 x 77 = 63-98, 88 x 78 = 64-80, 88 x 79 = 65-62, 88 x 80 = 66-44, 88 x 81 = 67-26, 88 x 82 = 68-8, 88 x 83 = 68-96, 88 x 84 = 69-78, 88 x 85 = 70-60, 88 x 86 = 71-42, 88 x 87 = 72-24, 88 x 88 = 73-6, 88 x 89 = 73-94, 88 x 90 = 74-76, 88 x 91 = 75-58, 88 x 92 = 76-40, 88 x 93 = 77-22, 88 x 94 = 78-4, 88 x 95 = 78-92, 88 x 96 = 79-74, 88 x 97 = 80-56, 88 x 98 = 81-38, 88 x 99 = 82-20, 88 x 100 = 83-2, 88 x 101 = 83-90, 88 x 102 = 84-72, 88 x 103 = 85-54, 88 x 104 = 86-36, 88 x 105 = 87-18, 
89 x 1 = 0-89, 89 x 2 = 1-72, 89 x 3 = 2-55, 89 x 4 = 3-38, 89 x 5 = 4-21, 89 x 6 = 5-4, 89 x 7 = 5-93, 89 x 8 = 6-76, 89 x 9 = 7-59, 89 x 10 = 8-42, 89 x 11 = 9-25, 89 x 12 = 10-8, 89 x 13 = 10-97, 89 x 14 = 11-80, 89 x 15 = 12-63, 89 x 16 = 13-46, 89 x 17 = 14-29, 89 x 18 = 15-12, 89 x 19 = 15-101, 89 x 20 = 16-84, 89 x 21 = 17-67, 89 x 22 = 18-50, 89 x 23 = 19-33, 89 x 24 = 20-16, 89 x 25 = 20-105, 89 x 26 = 21-88, 89 x 27 = 22-71, 89 x 28 = 23-54, 89 x 29 = 24-37, 89 x 30 = 25-20, 89 x 31 = 26-3, 89 x 32 = 26-92, 89 x 33 = 27-75, 89 x 34 = 28-58, 89 x 35 = 29-41, 89 x 36 = 30-24, 89 x 37 = 31-7, 89 x 38 = 31-96, 89 x 39 = 32-79, 89 x 40 = 33-62, 89 x 41 = 34-45, 89 x 42 = 35-28, 89 x 43 = 36-11, 89 x 44 = 36-100, 89 x 45 = 37-83, 89 x 46 = 38-66, 89 x 47 = 39-49, 89 x 48 = 40-32, 89 x 49 = 41-15, 89 x 50 = 41-104, 89 x 51 = 42-87, 89 x 52 = 43-70, 89 x 53 = 44-53, 89 x 54 = 45-36, 89 x 55 = 46-19, 89 x 56 = 47-2, 89 x 57 = 47-91, 89 x 58 = 48-74, 89 x 59 = 49-57, 89 x 60 = 50-40, 89 x 61 = 51-23, 89 x 62 = 52-6, 89 x 63 = 52-95, 89 x 64 = 53-78, 89 x 65 = 54-61, 89 x 66 = 55-44, 89 x 67 = 56-27, 89 x 68 = 57-10, 89 x 69 = 57-99, 89 x 70 = 58-82, 89 x 71 = 59-65, 89 x 72 = 60-48, 89 x 73 = 61-31, 89 x 74 = 62-14, 89 x 75 = 62-103, 89 x 76 = 63-86, 89 x 77 = 64-69, 89 x 78 = 65-52, 89 x 79 = 66-35, 89 x 80 = 67-18, 89 x 81 = 68-1, 89 x 82 = 68-90, 89 x 83 = 69-73, 89 x 84 = 70-56, 89 x 85 = 71-39, 89 x 86 = 72-22, 89 x 87 = 73-5, 89 x 88 = 73-94, 89 x 89 = 74-77, 89 x 90 = 75-60, 89 x 91 = 76-43, 89 x 92 = 77-26, 89 x 93 = 78-9, 89 x 94 = 78-98, 89 x 95 = 79-81, 89 x 96 = 80-64, 89 x 97 = 81-47, 89 x 98 = 82-30, 89 x 99 = 83-13, 89 x 100 = 83-102, 89 x 101 = 84-85, 89 x 102 = 85-68, 89 x 103 = 86-51, 89 x 104 = 87-34, 89 x 105 = 88-17, 
90 x 1 = 0-90, 90 x 2 = 1-74, 90 x 3 = 2-58, 90 x 4 = 3-42, 90 x 5 = 4-26, 90 x 6 = 5-10, 90 x 7 = 5-100, 90 x 8 = 6-84, 90 x 9 = 7-68, 90 x 10 = 8-52, 90 x 11 = 9-36, 90 x 12 = 10-20, 90 x 13 = 11-4, 90 x 14 = 11-94, 90 x 15 = 12-78, 90 x 16 = 13-62, 90 x 17 = 14-46, 90 x 18 = 15-30, 90 x 19 = 16-14, 90 x 20 = 16-104, 90 x 21 = 17-88, 90 x 22 = 18-72, 90 x 23 = 19-56, 90 x 24 = 20-40, 90 x 25 = 21-24, 90 x 26 = 22-8, 90 x 27 = 22-98, 90 x 28 = 23-82, 90 x 29 = 24-66, 90 x 30 = 25-50, 90 x 31 = 26-34, 90 x 32 = 27-18, 90 x 33 = 28-2, 90 x 34 = 28-92, 90 x 35 = 29-76, 90 x 36 = 30-60, 90 x 37 = 31-44, 90 x 38 = 32-28, 90 x 39 = 33-12, 90 x 40 = 33-102, 90 x 41 = 34-86, 90 x 42 = 35-70, 90 x 43 = 36-54, 90 x 44 = 37-38, 90 x 45 = 38-22, 90 x 46 = 39-6, 90 x 47 = 39-96, 90 x 48 = 40-80, 90 x 49 = 41-64, 90 x 50 = 42-48, 90 x 51 = 43-32, 90 x 52 = 44-16, 90 x 53 = 45-0, 90 x 54 = 45-90, 90 x 55 = 46-74, 90 x 56 = 47-58, 90 x 57 = 48-42, 90 x 58 = 49-26, 90 x 59 = 50-10, 90 x 60 = 50-100, 90 x 61 = 51-84, 90 x 62 = 52-68, 90 x 63 = 53-52, 90 x 64 = 54-36, 90 x 65 = 55-20, 90 x 66 = 56-4, 90 x 67 = 56-94, 90 x 68 = 57-78, 90 x 69 = 58-62, 90 x 70 = 59-46, 90 x 71 = 60-30, 90 x 72 = 61-14, 90 x 73 = 61-104, 90 x 74 = 62-88, 90 x 75 = 63-72, 90 x 76 = 64-56, 90 x 77 = 65-40, 90 x 78 = 66-24, 90 x 79 = 67-8, 90 x 80 = 67-98, 90 x 81 = 68-82, 90 x 82 = 69-66, 90 x 83 = 70-50, 90 x 84 = 71-34, 90 x 85 = 72-18, 90 x 86 = 73-2, 90 x 87 = 73-92, 90 x 88 = 74-76, 90 x 89 = 75-60, 90 x 90 = 76-44, 90 x 91 = 77-28, 90 x 92 = 78-12, 90 x 93 = 78-102, 90 x 94 = 79-86, 90 x 95 = 80-70, 90 x 96 = 81-54, 90 x 97 = 82-38, 90 x 98 = 83-22, 90 x 99 = 84-6, 90 x 100 = 84-96, 90 x 101 = 85-80, 90 x 102 = 86-64, 90 x 103 = 87-48, 90 x 104 = 88-32, 90 x 105 = 89-16, 
